total_rt,refs,celcious,return pipe,date
645.17,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",26.6,12.036384615384614,2021-06-16 11:15:00
613.06,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",26.2,12.0,2021-06-16 11:30:00
613.06,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",26.4,12.0,2021-06-16 11:45:00
625.62,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",27.5,12.0,2021-06-16 12:00:00
625.62,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",27.5,12.0,2021-06-16 12:15:00
618.61,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",27.2,12.0,2021-06-16 12:30:00
618.61,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",27.2,12.0,2021-06-16 12:45:00
602.37,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",27.1,12.0,2021-06-16 13:00:00
599.79,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",27.2,12.0,2021-06-16 13:15:00
599.79,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",27.2,12.0,2021-06-16 13:30:00
622.73,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",27.6,12.0,2021-06-16 13:45:00
656.23,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",27.8,12.047923076923077,2021-06-16 14:00:00
637.91,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",27.9,12.009461538461538,2021-06-16 14:15:00
656.83,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",27.9,12.052538461538461,2021-06-16 14:30:00
656.83,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",27.7,12.066615384615385,2021-06-16 14:45:00
657.71,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",27.6,12.08746153846154,2021-06-16 15:00:00
657.71,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",27.5,12.108307692307694,2021-06-16 15:15:00
657.71,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",27.4,12.129153846153848,2021-06-16 15:30:00
665.87,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",27.5,12.212769230769233,2021-06-16 15:45:00
653.13,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",27.5,12.198384615384619,2021-06-16 16:00:00
653.13,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",27.6,12.024076923076922,2021-06-16 16:15:00
660.65,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",27.6,12.081923076923076,2021-06-16 16:30:00
660.65,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",27.6,12.125384615384615,2021-06-16 16:45:00
666.39,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",27.9,12.213,2021-06-16 17:00:00
666.39,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",27.9,12.300615384615384,2021-06-16 17:15:00
661.62,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",27.9,12.35153846153846,2021-06-16 17:30:00
670.65,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",27.7,12.471923076923076,2021-06-16 17:45:00
660.07,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",27.3,12.510923076923078,2021-06-16 18:00:00
643.86,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",27.3,12.47246153846154,2021-06-16 18:15:00
656.23,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",27.4,12.047923076923077,2021-06-16 18:30:00
446.94,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",27.2,12.009461538461538,2021-06-16 18:45:00
431.03,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",26.8,12.0,2021-06-16 19:00:00
431.03,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",26.8,12.0,2021-06-16 19:15:00
429.75,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",26.4,12.0,2021-06-16 19:30:00
429.75,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",26.2,12.0,2021-06-16 19:45:00
384.31,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",25.8,12.0,2021-06-16 20:00:00
386.28,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",25.5,12.0,2021-06-16 20:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",25.5,7.0,2021-06-16 20:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",25.1,7.0,2021-06-16 20:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",24.7,7.0,2021-06-16 21:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",24.5,7.0,2021-06-16 21:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",24.5,7.0,2021-06-16 21:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",24.1,7.0,2021-06-16 21:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",23.7,7.0,2021-06-16 22:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",23.6,7.0,2021-06-16 22:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",23.6,7.0,2021-06-16 22:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",23.3,7.0,2021-06-16 22:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",23.3,7.0,2021-06-16 23:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",22.9,7.0,2021-06-16 23:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",22.9,7.0,2021-06-16 23:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",22.6,7.0,2021-06-16 23:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",22.6,7.0,2021-06-17 00:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",22.1,7.0,2021-06-17 00:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",22.1,7.0,2021-06-17 00:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.9,7.0,2021-06-17 00:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.7,7.0,2021-06-17 01:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.5,7.0,2021-06-17 01:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.5,7.0,2021-06-17 01:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.4,7.0,2021-06-17 01:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.3,7.0,2021-06-17 02:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.1,7.0,2021-06-17 02:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.1,7.0,2021-06-17 02:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.0,7.0,2021-06-17 02:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.0,7.0,2021-06-17 03:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.9,7.0,2021-06-17 03:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.9,7.0,2021-06-17 03:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.8,7.0,2021-06-17 03:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.7,7.0,2021-06-17 04:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.6,7.0,2021-06-17 04:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.5,7.0,2021-06-17 04:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.5,7.0,2021-06-17 04:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.3,7.0,2021-06-17 05:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.4,7.0,2021-06-17 05:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.2,7.0,2021-06-17 05:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.3,7.0,2021-06-17 05:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.2,7.0,2021-06-17 06:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.3,7.0,2021-06-17 06:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.3,7.0,2021-06-17 06:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.5,7.0,2021-06-17 06:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.5,7.0,2021-06-17 07:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.6,7.0,2021-06-17 07:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.7,7.0,2021-06-17 07:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.8,7.0,2021-06-17 07:45:00
0.0,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.8,7.0,2021-06-17 08:00:00
654.24,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.8,12.032615384615385,2021-06-17 08:15:00
654.24,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.8,12.032615384615385,2021-06-17 08:30:00
702.79,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.9,12.406076923076924,2021-06-17 08:45:00
702.79,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.9,12.773692307692308,2021-06-17 09:00:00
703.62,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.9,13.147692307692308,2021-06-17 09:15:00
703.62,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.8,13.521692307692309,2021-06-17 09:30:00
644.42,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.8,13.48323076923077,2021-06-17 09:45:00
700.57,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.9,12.389,2021-06-17 10:00:00
700.57,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.2,12.739538461538462,2021-06-17 10:15:00
662.72,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.3,12.798923076923078,2021-06-17 10:30:00
700.95,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.4,13.152384615384616,2021-06-17 10:45:00
674.54,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.3,13.302692307692308,2021-06-17 11:00:00
674.54,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.4,13.453,2021-06-17 11:15:00
714.91,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.5,13.913846153846153,2021-06-17 11:30:00
680.07,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.5,14.106692307692308,2021-06-17 11:45:00
658.9,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.6,14.136692307692307,2021-06-17 12:00:00
661.83,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.7,14.189230769230768,2021-06-17 12:15:00
661.83,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.7,14.24176923076923,2021-06-17 12:30:00
625.09,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.7,14.20330769230769,2021-06-17 12:45:00
645.1,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.8,12.0,2021-06-17 13:00:00
645.41,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.8,12.0,2021-06-17 13:15:00
638.72,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",22.1,12.0,2021-06-17 13:30:00
632.85,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",22.1,12.0,2021-06-17 13:45:00
632.85,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",22.2,12.0,2021-06-17 14:00:00
632.85,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",22.4,12.0,2021-06-17 14:15:00
602.27,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",22.6,12.0,2021-06-17 14:30:00
612.15,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",22.6,12.0,2021-06-17 14:45:00
602.04,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",22.4,12.0,2021-06-17 15:00:00
602.04,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",22.0,12.0,2021-06-17 15:15:00
593.35,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.9,12.0,2021-06-17 15:30:00
597.99,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.9,12.0,2021-06-17 15:45:00
605.16,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.8,12.0,2021-06-17 16:00:00
632.48,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.8,12.0,2021-06-17 16:15:00
607.43,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.8,12.0,2021-06-17 16:30:00
607.43,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.8,12.0,2021-06-17 16:45:00
606.73,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.7,12.0,2021-06-17 17:00:00
606.73,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.5,12.0,2021-06-17 17:15:00
593.13,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.3,12.0,2021-06-17 17:30:00
593.13,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.3,12.0,2021-06-17 17:45:00
613.36,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.7,12.0,2021-06-17 18:00:00
387.41,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.6,12.0,2021-06-17 18:15:00
370.65,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.1,12.0,2021-06-17 18:30:00
370.65,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.1,12.0,2021-06-17 18:45:00
355.77,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.3,12.0,2021-06-17 19:00:00
352.82,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.1,12.0,2021-06-17 19:15:00
329.32,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.8,12.0,2021-06-17 19:30:00
329.32,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.9,12.0,2021-06-17 19:45:00
330.14,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.1,12.0,2021-06-17 20:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.2,7.0,2021-06-17 20:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.0,7.0,2021-06-17 20:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.8,7.0,2021-06-17 20:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.8,7.0,2021-06-17 21:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.6,7.0,2021-06-17 21:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.5,7.0,2021-06-17 21:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.5,7.0,2021-06-17 21:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.5,7.0,2021-06-17 22:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.4,7.0,2021-06-17 22:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.7,7.0,2021-06-17 22:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.8,7.0,2021-06-17 22:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.6,7.0,2021-06-17 23:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.7,7.0,2021-06-17 23:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.6,7.0,2021-06-17 23:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.6,7.0,2021-06-17 23:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.6,7.0,2021-06-18 00:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.3,7.0,2021-06-18 00:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.3,7.0,2021-06-18 00:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.2,7.0,2021-06-18 00:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.3,7.0,2021-06-18 01:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.3,7.0,2021-06-18 01:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.4,7.0,2021-06-18 01:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.4,7.0,2021-06-18 01:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.4,7.0,2021-06-18 02:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.4,7.0,2021-06-18 02:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.5,7.0,2021-06-18 02:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.6,7.0,2021-06-18 02:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.6,7.0,2021-06-18 03:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.6,7.0,2021-06-18 03:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.5,7.0,2021-06-18 03:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.4,7.0,2021-06-18 03:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.4,7.0,2021-06-18 04:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.3,7.0,2021-06-18 04:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",17.8,7.0,2021-06-18 04:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",17.7,7.0,2021-06-18 04:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",17.7,7.0,2021-06-18 05:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",17.7,7.0,2021-06-18 05:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",17.7,7.0,2021-06-18 05:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",17.9,7.0,2021-06-18 05:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",17.9,7.0,2021-06-18 06:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.0,7.0,2021-06-18 06:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",17.9,7.0,2021-06-18 06:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",17.9,7.0,2021-06-18 06:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",17.9,7.0,2021-06-18 07:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.0,7.0,2021-06-18 07:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.0,7.0,2021-06-18 07:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.1,7.0,2021-06-18 07:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.1,7.0,2021-06-18 08:00:00
601.77,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",18.1,12.0,2021-06-18 08:15:00
647.61,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",18.2,12.0,2021-06-18 08:30:00
652.25,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",18.4,12.017307692307693,2021-06-18 08:45:00
663.55,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",18.4,12.10423076923077,2021-06-18 09:00:00
666.03,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",18.4,12.189076923076922,2021-06-18 09:15:00
653.62,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",18.4,12.178461538461537,2021-06-18 09:30:00
621.9,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",18.5,12.0,2021-06-18 09:45:00
672.53,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",18.5,12.173307692307691,2021-06-18 10:00:00
629.59,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",18.6,12.134846153846153,2021-06-18 10:15:00
629.59,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",18.6,12.0,2021-06-18 10:30:00
611.98,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",18.4,12.0,2021-06-18 10:45:00
611.98,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",18.4,12.0,2021-06-18 11:00:00
604.45,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",18.3,12.0,2021-06-18 11:15:00
582.14,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",18.1,12.0,2021-06-18 11:30:00
575.33,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",18.3,12.0,2021-06-18 11:45:00
555.66,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",18.3,12.0,2021-06-18 12:00:00
518.28,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",18.1,12.0,2021-06-18 12:15:00
534.15,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",18.4,12.0,2021-06-18 12:30:00
551.78,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",18.7,12.0,2021-06-18 12:45:00
546.38,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",18.9,12.0,2021-06-18 13:00:00
557.66,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",18.7,12.0,2021-06-18 13:15:00
557.66,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",18.7,12.0,2021-06-18 13:30:00
546.59,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",18.8,12.0,2021-06-18 13:45:00
558.13,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",19.0,12.0,2021-06-18 14:00:00
573.67,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",18.9,12.0,2021-06-18 14:15:00
573.67,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",19.0,12.0,2021-06-18 14:30:00
